Year,Team,STADIUM,G,BF,AB,IP,HA,HRA,SH,SF,BBBA,K,AR,ER,ERA,AB,R,H,2B,3B,HR,RBI,SB,CS,SH,SF,BBB,SO,GIDP,E,AVG
1991,OB,DG,9,349,293,790.66,81,7,7,2,47,30,48,44,4.97,312,38,82,10,6,9,36,10,5,14,3,29,36,9,4,0.263
1991,OB,DJ,6,243,205,510.33,63,10,2,2,34,28,37,37,6.49,212,27,51,11,0,4,25,6,5,2,2,17,42,1,1,0.241
1991,OB,MU,9,328,278,77,76,14,9,2,39,34,39,35,4.09,302,32,62,16,1,5,31,3,4,4,1,24,48,3,8,0.205
1991,OB,SJ,9,335,289,77,76,4,6,5,34,25,44,39,4.56,299,35,68,15,3,5,32,8,4,6,1,32,46,4,10,0.227
1991,OB,SW,1,46,39,12,6,0,1,0,6,4,2,1,0.75,41,2,8,1,0,0,2,1,1,2,0,6,8,1,3,0.195
1991,OB,IC,8,275,245,67,66,4,7,3,20,30,32,29,3.9,279,36,85,10,2,6,30,8,5,8,0,35,35,5,9,0.305
1991,OB,JS,72,2824,2392,6580.66,607,34,60,32,339,265,323,282,3.85,2377,272,600,90,26,21,250,86,47,49,13,260,371,41,59,0.252
1991,OB,JJ,9,344,301,77,87,5,3,5,35,48,48,40,4.68,298,48,73,12,1,6,42,11,6,5,1,45,40,4,8,0.245
1991,OB,CJ,3,106,96,24,31,4,2,1,7,15,20,19,7.13,100,11,25,4,0,3,10,3,1,1,1,6,13,2,2,0.25
1992,LOT,DG,9,336,299,78,82,10,3,4,30,42,43,38,4.38,291,41,76,9,2,5,39,10,4,8,5,45,39,10,6,0.261
1992,LOT,DJ,6,230,204,48,74,14,1,3,22,21,52,50,9.38,201,21,48,5,1,2,19,3,1,1,3,24,32,4,1,0.239
1992,LOT,MU,9,329,279,74,79,13,6,2,42,28,49,46,5.59,296,40,72,16,2,7,36,6,1,4,2,36,52,12,5,0.243
1992,LOT,SJ,63,2419,2143,565,567,36,30,17,228,313,280,246,3.92,2039,350,623,114,44,30,329,70,27,50,31,272,236,38,40,0.306
1992,LOT,IC,9,320,290,780.66,64,7,5,0,25,44,29,27,3.09,319,58,96,23,2,5,52,12,2,11,3,46,45,7,7,0.301
1992,LOT,JS,18,680,600,1660.66,159,8,14,9,57,89,65,62,3.35,639,82,178,25,8,5,79,15,12,19,8,77,87,12,9,0.279
1992,LOT,JJ,9,342,302,78,88,5,2,4,34,36,40,38,4.38,308,50,87,17,2,9,46,11,7,9,0,36,40,4,6,0.282
1992,LOT,CJ,3,122,111,250.33,39,6,2,0,9,8,23,22,7.82,112,21,33,2,1,5,19,3,1,1,1,6,11,1,4,0.295
1992,BIN,DG,9,347,304,79,79,14,1,1,41,40,41,37,4.22,314,67,88,11,3,10,62,8,6,1,4,51,52,11,11,0.28
1992,BIN,DJ,50,1967,1700,455,424,47,38,18,210,287,221,195,3.86,1595,241,407,70,4,64,229,41,25,20,16,227,252,37,55,0.255
1992,BIN,MU,9,323,283,750.33,76,15,7,2,31,49,47,45,5.38,303,33,69,8,0,8,27,2,2,5,2,36,53,5,4,0.228
1992,BIN,SJ,9,307,268,740.33,72,3,9,3,27,36,29,23,2.78,291,30,69,15,3,5,28,11,2,5,1,33,49,8,6,0.237
1992,BIN,SW,1,32,28,9,4,0,0,1,3,4,2,2,2,34,9,11,0,2,2,9,1,1,0,0,7,5,3,1,0.324
1992,BIN,IC,8,299,267,70,64,4,6,1,25,31,34,25,3.21,283,48,84,18,1,8,46,11,3,5,4,37,42,6,13,0.297
1992,BIN,JS,18,656,584,160,138,11,9,2,61,74,60,55,3.09,625,93,166,20,13,9,87,18,8,10,10,83,107,8,6,0.266
1992,BIN,JJ,9,317,281,800.33,54,6,3,3,30,61,26,24,2.69,306,56,86,17,1,20,55,6,6,3,6,52,45,11,5,0.281
1992,BIN,CJ,13,499,449,117,113,8,7,3,39,71,60,52,4,447,81,140,32,2,20,77,6,5,5,2,43,55,7,15,0.313
1992,HAE,DG,9,332,301,750.66,79,16,3,0,27,40,54,50,5.95,305,58,82,11,2,10,55,7,5,4,4,66,59,8,9,0.269
1992,HAE,DJ,9,337,295,77,77,11,3,3,36,54,39,31,3.62,308,40,77,14,0,8,36,10,2,5,0,36,71,5,9,0.25
1992,HAE,MU,63,2380,2105,562,537,65,30,11,234,353,266,236,3.78,2006,380,572,98,6,88,359,73,29,28,21,309,284,57,32,0.285
1992,HAE,SJ,9,345,299,770.66,88,1,6,5,35,35,54,52,6.03,316,54,86,19,2,5,47,13,6,3,3,43,43,6,3,0.272
1992,HAE,SW,4,169,143,380.33,40,3,6,2,18,28,17,17,3.99,155,19,37,8,1,1,19,2,1,1,0,20,17,4,2,0.239
1992,HAE,IC,5,175,154,43,37,5,7,1,13,24,18,16,3.35,171,31,54,4,1,9,31,5,4,2,2,30,26,6,5,0.316
1992,HAE,JS,18,684,596,1550.33,162,11,12,6,70,98,82,78,4.52,617,67,153,26,4,8,65,16,8,4,5,92,95,21,10,0.248
1992,HAE,JJ,9,345,289,760.33,81,6,14,1,41,46,41,37,4.36,305,52,78,11,0,9,46,8,2,7,2,33,61,7,8,0.256
1992,SAM,DG,63,2542,2149,574,567,59,36,19,337,338,337,298,4.67,2089,305,557,75,10,73,282,60,30,24,14,261,309,42,60,0.267
1992,SAM,DJ,9,330,264,78,56,6,6,6,54,45,34,31,3.58,300,31,66,10,0,7,27,7,4,7,4,33,46,5,5,0.22
1992,SAM,MU,9,356,277,74,73,8,3,4,72,43,58,52,6.32,301,47,78,10,2,11,43,9,2,4,5,36,54,6,11,0.259
1992,SAM,SJ,9,371,316,79,100,10,4,7,44,42,60,53,6.04,324,61,95,20,3,5,58,7,2,2,4,46,44,9,6,0.293
1992,SAM,SW,3,101,84,26,16,3,6,0,11,13,9,6,2.08,98,13,24,4,0,2,13,1,1,1,1,10,15,2,3,0.245
1992,SAM,IC,6,228,194,54,47,5,1,0,33,33,19,19,3.17,215,51,65,12,0,11,48,7,4,2,2,38,33,5,0,0.302
1992,SAM,JS,18,729,622,163,174,8,11,9,86,81,95,90,4.97,636,88,175,32,5,5,80,28,10,14,11,94,80,17,16,0.275
1992,SAM,JJ,9,327,269,770.66,52,3,5,2,51,45,24,20,2.32,287,37,68,6,3,10,34,8,8,4,3,49,39,9,4,0.237
1992,OB,DG,9,328,286,77,71,10,2,1,39,45,35,34,3.97,303,36,70,10,1,7,33,5,1,4,1,39,41,8,4,0.231
1992,OB,DJ,9,326,291,770.33,71,20,3,0,32,43,39,36,4.19,308,51,80,11,1,16,48,5,3,6,7,34,48,6,5,0.26
1992,OB,MU,9,349,306,77,94,15,4,1,38,43,56,50,5.84,325,56,103,14,1,16,53,12,3,4,2,35,44,6,5,0.317
1992,OB,SJ,9,355,297,74,98,6,8,4,46,28,59,54,6.57,312,37,86,12,4,9,35,9,2,5,4,23,39,4,8,0.276
1992,OB,SW,1,38,35,10,7,0,0,0,3,9,1,1,0.9,32,4,8,1,1,0,4,1,0,3,0,7,5,1,0,0.25
1992,OB,IC,8,304,261,660.66,75,6,10,2,31,29,44,33,4.46,268,36,75,12,0,11,35,3,3,9,1,30,43,9,10,0.28
1992,OB,JS,72,2839,2439,670,612,26,55,25,319,360,295,272,3.65,2365,280,584,101,21,35,258,56,38,57,17,278,342,53,53,0.247
1992,OB,JJ,9,339,283,75,77,13,6,3,46,38,53,48,5.76,312,47,90,11,2,16,45,5,8,8,0,31,45,5,7,0.288
1992,TPY,DG,9,344,295,77,87,15,5,5,39,41,53,47,5.49,306,40,82,14,1,10,38,8,2,8,2,41,44,13,7,0.268
1992,TPY,DJ,6,224,191,53,42,5,2,1,30,34,20,18,3.06,204,32,52,12,0,5,28,1,5,11,4,26,34,2,4,0.255
1992,TPY,MU,9,330,284,710.33,81,13,3,5,38,46,51,42,5.3,297,27,79,15,3,4,25,5,4,6,0,23,51,7,9,0.266
1992,TPY,SJ,9,331,279,73,86,5,9,2,41,39,45,44,5.42,297,27,77,11,1,4,23,8,4,6,2,26,42,9,5,0.259
1992,TPY,SW,9,370,319,87,80,5,5,1,44,42,45,45,4.66,290,29,67,9,5,6,29,3,3,12,3,35,54,11,2,0.231
1992,TPY,IC,54,2163,1854,488,521,61,34,14,261,304,291,264,4.87,1733,229,429,91,4,43,204,32,19,39,7,191,267,34,42,0.248
1992,TPY,JS,18,638,571,156,130,8,12,3,52,69,56,49,2.83,610,84,166,28,11,10,77,9,5,21,0,66,92,17,18,0.272
1992,TPY,JJ,9,336,290,790.66,71,11,5,1,40,64,35,32,3.62,300,34,77,17,0,4,30,4,6,11,2,41,44,4,6,0.257
1992,TPY,CJ,3,112,101,26,30,2,2,0,9,14,13,12,4.15,106,16,32,8,0,1,13,3,2,3,1,15,13,1,0,0.302
1992,LG,DG,9,353,317,84,84,3,4,1,31,48,34,32,3.43,342,59,99,17,2,11,57,7,3,6,2,34,38,10,9,0.289
1992,LG,DJ,6,234,194,510.33,50,5,5,1,34,28,35,29,5.08,206,23,45,8,0,8,23,2,2,3,0,34,32,4,7,0.218
1992,LG,MU,9,327,285,76,76,7,3,3,36,42,41,38,4.5,305,42,80,9,0,9,41,9,7,4,0,36,46,11,4,0.262
1992,LG,SJ,9,337,289,710.66,95,1,7,6,35,30,49,44,5.53,286,25,67,15,1,2,24,8,4,3,2,26,35,7,12,0.234
1992,LG,IC,9,334,292,760.66,78,9,6,2,34,54,46,40,4.7,305,34,79,20,0,13,34,5,8,2,1,37,57,10,8,0.259
1992,LG,JS,72,2912,2520,670,671,43,52,17,322,378,336,288,3.87,2421,319,619,89,20,50,296,44,27,41,23,273,303,56,60,0.256
1992,LG,JJ,9,364,304,77,91,11,7,2,51,55,60,54,6.31,315,63,91,7,1,15,59,12,4,3,3,41,42,11,5,0.289
1992,LG,CJ,3,106,94,24,26,4,1,2,9,13,15,14,5.25,98,8,20,7,0,0,6,2,0,2,0,6,21,2,2,0.204
1992,SSB,DG,9,349,287,740.66,75,5,6,2,54,53,45,34,4.1,288,36,70,12,0,6,34,15,5,5,1,61,65,11,15,0.243
1992,SSB,DJ,5,177,156,42,37,3,0,2,19,27,22,18,3.86,173,23,56,10,1,1,22,4,3,5,0,23,24,6,8,0.324
1992,SSB,MU,9,350,292,71,93,17,2,4,52,33,78,67,8.49,278,21,56,7,0,10,19,4,2,3,0,32,53,15,8,0.201
1992,SSB,SJ,9,346,291,750.33,84,4,7,4,44,26,54,48,5.73,317,46,87,15,7,6,37,8,3,6,1,31,61,9,12,0.274
1992,SSB,IC,9,310,275,75,64,7,4,1,30,52,39,34,4.08,293,33,68,20,0,4,31,5,8,3,1,43,58,8,5,0.232
1992,SSB,JS,18,662,562,1530.33,131,13,13,4,83,73,79,63,3.7,581,55,136,16,10,6,51,14,13,12,1,87,116,27,20,0.234
1992,SSB,JJ,63,2477,2133,568,577,83,45,16,283,316,339,296,4.69,2018,279,514,82,9,55,253,34,17,42,16,293,345,61,49,0.255
1992,SSB,CJ,4,157,141,320.33,45,8,0,0,16,20,30,28,7.79,133,15,28,5,2,2,12,5,2,1,1,12,26,1,3,0.211
1993,HAE,DG,9,348,299,76,88,22,2,4,42,45,64,61,7.22,291,35,62,13,1,6,32,12,2,6,2,35,66,8,4,0.213
1993,HAE,DJ,3,100,90,25,18,0,0,0,10,27,4,3,1.08,94,4,13,3,0,0,3,5,0,1,0,12,20,0,2,0.138
1993,HAE,MU,63,2304,2034,568,454,41,42,9,219,418,201,177,2.8,1977,292,538,91,5,65,270,80,37,34,15,257,278,58,44,0.272
1993,HAE,SJ,9,345,304,83,76,3,5,4,32,61,34,27,2.93,316,20,84,14,4,3,16,12,7,6,3,20,30,11,11,0.266
1993,HAE,SW,6,221,193,56,39,0,5,0,23,43,10,10,1.61,209,22,54,4,0,0,20,5,7,7,3,15,25,0,4,0.258
1993,HAE,IC,3,110,97,27,20,0,0,0,13,21,9,7,2.33,105,17,29,5,0,1,16,1,1,1,1,16,16,3,3,0.276
1993,HAE,JS,18,635,552,155,123,3,18,3,61,90,53,46,2.67,565,58,111,17,1,5,52,20,6,8,4,67,87,17,15,0.196
1993,HAE,JJ,9,341,309,85,73,5,5,1,26,55,27,25,2.65,319,33,76,11,1,9,30,12,11,6,1,53,57,8,4,0.238
1993,HAE,CJ,6,226,197,540.33,44,2,6,2,21,42,18,11,1.82,226,32,63,11,0,6,26,14,2,2,2,25,27,2,10,0.279
1993,SAM,DG,63,2387,2088,573,504,41,46,8,245,381,226,196,3.08,2055,339,573,75,7,90,324,53,29,19,17,272,319,57,42,0.279
1993,SAM,DJ,2,66,54,16,13,2,2,3,7,7,11,7,3.94,65,4,13,2,0,0,4,2,0,0,0,3,15,2,1,0.2
1993,SAM,MU,9,323,273,77,62,6,3,1,46,46,29,25,2.92,295,41,76,16,0,10,39,4,8,7,1,44,58,5,8,0.258
1993,SAM,SJ,9,357,309,86,76,1,10,1,37,27,29,23,2.41,342,40,96,20,3,3,37,12,2,3,3,26,36,8,4,0.281
1993,SAM,SW,8,299,262,75,54,1,7,0,30,48,5,5,0.6,280,28,69,6,4,2,24,3,8,5,4,34,41,4,5,0.246
1993,SAM,IC,1,39,31,9,8,1,1,1,6,3,3,3,3,32,4,8,1,0,2,3,2,1,0,0,3,5,2,0,0.25
1993,SAM,JS,18,675,577,159,147,4,17,5,76,80,71,61,3.45,618,60,154,13,3,6,59,10,17,12,7,64,82,13,11,0.249
1993,SAM,JJ,9,324,285,770.66,71,10,3,1,35,51,37,33,3.82,309,57,94,16,2,11,51,9,7,5,6,56,31,11,3,0.304
1993,SAM,CJ,7,258,229,640.33,56,6,4,0,25,40,22,20,2.8,264,42,71,17,2,9,42,7,3,3,1,29,36,4,1,0.269
1993,OB,DG,9,322,294,780.66,75,6,2,2,24,54,25,18,2.06,293,33,74,9,1,8,33,10,5,8,1,30,51,11,8,0.253
1993,OB,DJ,8,270,234,67,45,6,4,2,30,36,29,26,3.49,274,31,73,11,1,7,28,4,3,3,3,33,38,6,6,0.266
1993,OB,MU,9,338,292,770.66,84,8,4,3,39,50,46,44,5.1,311,42,84,12,3,9,41,3,3,3,3,28,48,10,5,0.27
1993,OB,SJ,9,331,278,76,74,0,8,6,39,32,38,34,4.03,308,34,86,19,2,6,32,6,2,9,5,25,37,7,11,0.279
1993,OB,SW,2,61,60,18,6,0,0,0,1,19,1,0,0,73,9,24,1,2,0,9,0,1,1,1,3,10,1,1,0.329
1993,OB,IC,7,254,221,62,55,1,2,2,29,58,23,21,3.05,254,38,72,15,1,7,37,8,2,6,0,27,39,4,3,0.283
1993,OB,JS,72,2680,2347,6580.66,541,15,71,21,240,366,218,196,2.68,2282,242,573,92,23,16,220,50,29,79,23,256,338,59,46,0.251
1993,OB,JJ,9,322,289,79,65,3,1,2,30,60,24,22,2.51,295,42,72,15,1,5,40,5,5,9,3,49,44,6,6,0.244
1993,OB,CJ,1,40,35,11,4,0,2,0,3,9,1,1,0.82,41,2,8,2,0,1,2,0,0,0,0,0,6,0,0,0.195
1993,LG,DG,9,348,304,760.33,91,17,2,5,37,36,56,51,6.01,335,51,102,19,0,10,49,14,2,2,1,40,48,4,8,0.304
1993,LG,DJ,3,104,93,24,23,0,0,0,11,12,10,6,2.25,93,4,14,2,1,2,4,1,0,1,0,5,15,1,4,0.151
1993,LG,MU,9,321,276,74,77,14,7,0,38,32,41,37,4.5,280,21,52,7,1,3,19,2,2,5,1,29,61,10,6,0.186
1993,LG,SJ,9,333,294,77,79,4,5,3,31,39,40,36,4.21,326,56,103,27,4,9,52,18,3,8,3,31,39,9,11,0.316
1993,LG,IC,9,347,315,850.33,78,5,5,1,26,69,34,29,3.06,326,38,81,18,0,10,38,9,7,6,3,28,47,6,6,0.248
1993,LG,JS,72,2682,2361,659,538,18,53,18,249,385,209,175,2.39,2308,253,572,78,23,20,229,62,40,61,15,244,312,51,48,0.248
1993,LG,JJ,9,332,287,79,67,4,8,0,37,54,23,23,2.62,307,45,88,11,3,10,44,10,7,7,3,36,46,5,5,0.287
1993,LG,CJ,6,229,208,52,67,9,0,1,20,28,27,27,4.67,207,28,57,14,0,10,28,1,1,1,0,18,26,9,2,0.275
1993,BIN,DG,9,349,299,770.66,86,11,2,4,44,58,52,47,5.45,304,37,81,12,0,8,35,8,4,6,1,37,65,11,5,0.266
1993,BIN,DJ,29,1051,942,261,202,11,10,8,91,163,72,65,2.24,868,118,202,32,2,17,109,19,12,13,11,118,160,17,17,0.233
1993,BIN,MS,3,107,91,280.33,16,0,3,1,12,8,6,4,1.27,112,9,29,2,0,1,8,3,1,2,0,16,13,2,2,0.259
1993,BIN,MU,9,321,284,74,75,12,3,2,32,47,42,40,4.86,286,28,55,11,0,9,27,6,2,4,2,35,70,6,11,0.192
1993,BIN,SJ,6,229,207,510.66,57,2,3,1,18,24,31,26,4.53,206,31,55,14,3,2,31,6,1,3,3,23,25,4,4,0.267
1993,BIN,SW,2,77,71,17,25,1,1,0,5,8,11,11,5.82,63,4,15,1,0,0,4,1,1,1,1,8,10,2,0,0.238
1993,BIN,IC,7,245,216,62,51,0,12,3,14,33,19,18,2.61,234,25,56,20,2,4,25,3,8,3,0,20,54,5,2,0.239
1993,BIN,JS,18,649,570,152,156,8,16,9,54,83,76,66,3.91,586,44,128,19,2,4,40,11,5,16,5,56,96,9,14,0.218
1993,BIN,JJ,9,318,289,83,54,2,2,1,26,58,17,15,1.63,305,32,63,11,3,6,28,10,3,5,4,40,58,4,4,0.207
1993,BIN,CJ,34,1374,1223,321,313,37,22,6,123,187,165,142,3.98,1155,127,298,58,1,30,120,29,13,20,8,135,192,36,30,0.258
1993,LOT,DG,9,319,273,74,74,12,3,2,41,36,44,41,4.99,289,25,63,6,0,3,23,17,7,5,1,35,44,4,6,0.218
1993,LOT,DJ,4,135,123,34,29,2,1,1,10,22,12,11,2.91,131,14,35,8,1,0,14,6,5,2,1,12,15,1,2,0.267
1993,LOT,MS,6,237,206,56,48,2,2,1,28,25,16,14,2.25,188,26,45,7,3,0,24,3,6,3,3,28,19,4,5,0.239
1993,LOT,MU,9,326,285,73,83,7,8,2,29,28,50,45,5.55,279,21,59,8,3,3,19,10,4,8,0,34,53,7,9,0.211
1993,LOT,SJ,57,2196,1975,523,534,28,39,17,164,233,231,207,3.56,1852,228,491,80,26,10,211,85,26,47,20,202,250,42,40,0.265
1993,LOT,SW,1,32,29,9,3,0,0,0,3,4,0,0,0,32,3,9,3,1,0,3,1,1,2,0,0,5,1,0,0.281
1993,LOT,IC,8,293,269,69,72,1,6,3,15,46,29,27,3.52,264,38,64,16,1,1,36,19,6,4,5,23,36,2,5,0.242
1993,LOT,JS,18,623,570,1610.66,140,1,13,4,36,60,38,37,2.06,594,44,138,14,2,3,41,13,12,21,8,65,90,9,7,0.232
1993,LOT,JJ,9,318,272,77,59,0,7,2,36,35,23,18,2.1,279,31,65,10,1,4,30,13,10,14,2,30,29,4,5,0.233
1993,LOT,CJ,5,190,173,44,46,4,0,1,16,23,19,15,3.07,169,22,44,8,0,5,21,7,2,8,1,13,22,1,6,0.26
1993,SSB,DG,9,330,280,740.33,71,12,2,0,48,41,51,45,5.45,268,16,48,8,0,3,16,11,5,8,1,35,58,9,6,0.179
1993,SSB,DJ,7,256,207,56,54,5,5,3,41,44,37,32,5.14,224,11,45,2,1,1,11,5,2,2,3,18,48,4,4,0.201
1993,SSB,MS,3,116,97,25,29,0,0,2,16,11,20,18,6.48,94,7,19,4,0,1,7,0,0,0,1,12,12,5,3,0.202
1993,SSB,MU,9,328,282,74,77,9,4,2,40,36,39,36,4.38,295,25,67,8,0,4,24,6,7,6,0,20,60,3,6,0.227
1993,SSB,SJ,6,216,187,480.66,53,0,4,2,23,35,23,23,4.25,188,25,48,11,0,2,22,5,1,4,0,18,21,7,2,0.255
1993,SSB,IC,9,327,283,79,69,2,5,4,35,66,28,22,2.51,296,28,66,17,2,2,27,8,7,8,1,35,61,2,6,0.223
1993,SSB,JS,18,665,559,1500.33,146,5,21,3,82,84,79,70,4.19,566,49,121,12,2,3,43,16,11,10,1,67,103,12,15,0.214
1993,SSB,JJ,63,2465,2100,580,514,50,51,20,293,326,261,232,3.6,2006,191,470,68,9,29,179,64,46,32,12,226,359,44,39,0.234
1993,SSB,CJ,2,84,72,180.66,19,5,0,0,12,11,13,13,6.27,68,14,19,8,0,1,13,2,1,4,2,14,11,2,0,0.279
1993,TPY,DG,9,348,306,79,88,10,6,0,36,49,47,47,5.35,308,29,74,13,1,3,25,4,1,11,1,33,49,11,4,0.24
1993,TPY,DJ,2,79,67,16,20,2,1,2,9,12,15,13,7.31,61,4,9,2,1,1,3,0,0,1,1,8,12,1,2,0.148
1993,TPY,MU,9,328,285,740.66,80,9,5,5,33,39,45,36,4.34,288,23,61,10,1,3,22,9,3,9,2,29,68,6,9,0.212
1993,TPY,SJ,9,310,273,740.66,76,0,12,3,22,32,33,30,3.62,289,25,62,13,0,3,22,7,3,6,0,21,45,10,5,0.215
1993,TPY,SW,19,742,657,177,171,2,16,9,60,91,66,55,2.8,615,27,127,18,1,2,25,9,6,13,0,62,122,16,16,0.207
1993,TPY,IC,44,1702,1511,408,376,27,28,10,152,258,188,166,3.66,1432,145,353,79,8,10,135,36,18,31,14,138,296,38,28,0.247
1993,TPY,JS,18,679,590,1650.66,141,6,22,2,65,69,55,44,2.39,607,49,135,23,1,3,48,5,11,24,2,44,109,12,15,0.222
1993,TPY,JJ,9,322,275,73,81,5,6,5,36,46,40,34,4.19,286,21,56,9,1,5,21,6,7,5,1,29,61,4,10,0.196
1993,TPY,CJ,7,291,241,660.66,62,4,8,4,38,39,27,26,3.51,248,25,51,5,2,5,22,4,2,4,0,24,59,2,3,0.206
1994,LG,DG,9,327,288,760.66,77,7,4,4,31,41,38,34,3.99,296,27,57,3,0,7,24,15,5,3,0,40,50,4,8,0.193
1994,LG,DJ,6,230,195,550.33,47,3,7,1,27,27,21,20,3.25,224,33,67,15,1,4,33,8,4,7,3,20,27,2,5,0.299
1994,LG,MU,9,322,302,780.33,80,8,3,4,12,39,44,34,3.91,312,49,88,9,0,9,45,17,5,5,2,31,53,10,8,0.282
1994,LG,SJ,9,337,289,770.66,81,4,7,1,40,38,34,33,3.82,320,54,95,20,4,9,52,12,3,3,1,34,36,7,3,0.297
1994,LG,SW,3,106,88,26,18,0,3,1,14,19,12,9,3.12,114,16,36,7,1,3,16,3,2,0,0,12,10,1,2,0.316
1994,LG,IC,6,199,185,52,38,4,3,1,10,31,14,12,2.08,215,33,67,20,1,2,30,2,1,4,5,21,20,5,5,0.312
1994,LG,JS,72,2630,2338,650,559,34,52,24,216,320,239,210,2.91,2361,373,665,105,29,45,346,74,35,26,23,305,322,48,47,0.282
1994,LG,JJ,9,338,295,78,82,6,10,0,32,40,37,31,3.58,322,56,100,21,0,5,53,8,4,6,4,46,41,2,6,0.311
1994,LG,CJ,3,116,104,26,25,2,1,1,10,26,13,8,2.77,101,14,29,5,0,4,13,4,2,0,3,16,14,4,5,0.287
1994,TPY,GS,1,31,29,8,8,0,2,0,0,7,2,2,2.25,24,0,1,0,0,0,0,1,0,2,0,7,4,1,0,0.042
1994,TPY,DG,9,322,284,780.66,63,2,0,1,37,51,19,17,1.94,290,25,59,10,1,9,20,6,8,8,0,31,42,5,3,0.203
1994,TPY,DJ,9,348,304,790.66,85,6,7,2,35,49,33,33,3.73,294,33,54,6,1,5,30,7,2,9,4,28,71,3,5,0.184
1994,TPY,MU,9,338,310,790.33,86,6,3,3,22,48,29,27,3.06,290,50,70,13,1,10,45,6,1,12,1,42,45,9,4,0.241
1994,TPY,SJ,9,324,297,78,73,7,2,2,23,64,26,22,2.54,303,32,82,15,0,4,29,6,8,10,1,34,39,8,7,0.271
1994,TPY,SW,9,383,338,84,102,4,7,3,35,39,43,41,4.39,289,39,75,20,3,2,36,7,5,13,3,46,61,4,6,0.26
1994,TPY,IC,54,2088,1864,491,514,29,41,21,162,257,226,210,3.85,1731,227,464,93,6,45,216,30,29,44,11,165,317,44,32,0.268
1994,TPY,JS,18,637,555,1520.33,132,2,13,4,65,91,70,67,3.96,564,51,120,14,4,9,50,2,5,21,2,57,110,10,8,0.213
1994,TPY,JJ,8,275,243,70,47,3,8,0,24,39,23,17,2.19,263,28,63,8,2,7,27,1,6,7,3,28,62,2,4,0.24
1994,HAN,DG,9,352,310,80,77,9,6,0,36,65,44,37,4.16,302,29,65,12,1,3,26,7,7,3,2,29,61,3,8,0.215
1994,HAN,DJ,51,1947,1730,463,430,37,34,24,159,309,213,180,3.5,1598,211,404,66,4,28,200,40,23,47,19,232,265,36,45,0.253
1994,HAN,MS,3,101,95,27,21,0,1,0,5,23,6,4,1.33,105,15,33,6,1,0,13,1,3,3,1,7,16,3,4,0.314
1994,HAN,MU,9,323,288,760.33,75,8,5,4,26,49,40,36,4.24,291,28,58,10,0,7,26,10,4,5,1,35,57,8,8,0.199
1994,HAN,SJ,6,206,184,51,42,3,1,2,19,31,21,17,3,198,28,52,13,4,2,23,2,4,2,2,17,27,7,4,0.263
1994,HAN,IC,9,337,292,780.33,78,8,12,1,32,64,34,33,3.79,300,35,79,13,2,6,34,9,6,11,4,26,58,5,7,0.263
1994,HAN,JS,18,668,597,155,159,14,8,5,58,99,86,72,4.18,582,48,131,14,3,4,42,12,6,17,2,56,107,19,18,0.225
1994,HAN,JJ,9,342,302,85,61,5,7,3,30,53,25,23,2.44,307,42,78,14,0,10,38,5,8,16,2,40,45,7,5,0.254
1994,HAN,CJ,12,440,391,108,93,11,9,4,36,52,41,38,3.17,380,46,102,18,0,8,42,8,5,9,3,37,60,9,5,0.268
1994,HAE,DG,9,343,306,80,77,6,4,1,32,54,43,37,4.16,325,44,94,7,1,7,41,14,6,4,1,29,54,8,9,0.289
1994,HAE,DJ,9,321,273,78,63,3,6,3,39,49,29,25,2.88,309,41,78,22,4,8,39,7,2,5,4,26,54,1,3,0.252
1994,HAE,MU,63,2396,2100,575,511,58,52,12,232,365,262,231,3.62,2073,289,563,97,5,57,272,77,28,45,18,187,287,40,54,0.272
1994,HAE,SJ,9,344,302,780.33,82,5,3,0,39,45,37,31,3.56,316,47,86,13,1,4,44,14,6,6,3,32,31,5,9,0.272
1994,HAE,SW,1,41,32,9,7,1,1,0,8,10,4,4,4,48,11,23,1,0,1,11,5,0,2,0,2,3,0,0,0.479
1994,HAE,IC,8,276,248,690.33,55,1,7,1,20,55,24,20,2.6,280,23,74,16,1,2,23,7,3,4,3,15,32,5,8,0.264
1994,HAE,JS,18,661,571,1520.66,143,12,12,3,75,111,73,65,3.83,602,69,155,19,3,6,65,28,10,15,5,44,80,11,17,0.257
1994,HAE,JJ,9,320,277,77,61,6,8,1,34,48,37,35,4.09,301,39,80,8,2,8,39,12,5,6,3,43,42,6,7,0.266
1994,SAM,DG,63,2407,2123,578,500,50,37,11,236,358,247,210,3.27,2053,278,529,81,10,56,260,50,35,28,14,265,346,41,57,0.258
1994,SAM,DJ,6,229,192,51,48,8,4,4,29,22,32,26,4.59,202,25,55,5,0,4,24,12,5,2,3,26,37,9,6,0.272
1994,SAM,MU,9,320,283,760.33,77,5,8,0,29,40,35,31,3.66,306,47,91,13,2,12,47,11,1,12,5,38,43,9,8,0.297
1994,SAM,SJ,9,328,285,770.33,72,1,3,5,35,37,38,32,3.72,297,39,81,17,2,5,35,11,11,8,5,45,41,6,10,0.273
1994,SAM,SW,5,204,169,440.66,50,1,9,2,24,32,23,23,4.63,176,16,43,5,1,0,16,3,2,5,3,21,26,3,5,0.244
1994,SAM,IC,4,146,133,35,37,1,3,1,9,20,11,10,2.57,151,22,45,15,0,3,21,4,1,3,1,12,29,0,2,0.298
1994,SAM,JS,18,637,552,152,135,8,12,7,66,80,68,60,3.55,573,54,130,9,5,8,48,17,8,11,4,66,76,19,19,0.227
