name,year,team,TBF,IP,HA,HRA,BBA,HBPA,SOA,RA,ER,ERA,WHIP,SOAPER,BBAPER,LOBPER
박민규,2010,삼성,20,5,6,0,4,0,6,3,3,5.4,2,0.667,0.444,0.7
박민규,2011,삼성,29,6.667,9,1,6,0,3,6,6,8.1,2.25,0.333,0.667,0.662
박민호,2014,SK,131,31.333,41,3,10,9,12,25,19,5.46,1.63,1.333,1.111,0.735
박성호,2010,KIA,111,28.333,28,4,8,1,38,15,12,3.81,1.27,4.222,0.889,0.796
박성호,2011,KIA,92,23.667,28,1,17,1,20,17,17,6.46,1.9,2.222,1.889,0.65
박성호,2014,KIA,63,13,27,3,7,1,11,15,15,10.38,2.62,1.222,0.778,0.649
박성훈,2010,넥센,133,34,35,2,27,8,25,20,18,4.76,1.82,2.778,3,0.774
박성훈,2011,넥센,25,5.667,7,0,6,1,0,7,6,9.53,2.29,0,0.667,0.571
박성훈,2012,넥센,163,47.667,33,1,24,6,34,13,13,2.45,1.2,3.778,2.667,0.812
박성훈,2013,넥센,105,26.667,31,6,11,4,18,16,15,5.06,1.58,2,1.222,0.824
박성훈,2014,넥센,65,15.667,23,5,7,0,12,14,14,8.04,1.91,1.333,0.778,0.696
박승민,2010,넥센,140,42.333,30,4,16,4,25,11,11,2.34,1.09,2.778,1.778,0.878
박승민,2011,넥센,77,19.667,22,0,10,2,9,15,14,6.41,1.63,1,1.111,0.588
박승민,2012,KIA,5,1.333,1,0,0,0,0,0,0,0,0.75,0,0,1
박시영,2010,롯데,10,2,5,2,3,1,3,5,5,22.5,4,0.333,0.333,0.645
박정배,2010,두산,58,14.667,17,4,5,2,11,10,10,6.14,1.5,1.222,0.556,0.761
박정배,2011,두산,16,4,6,1,1,1,0,4,4,9,1.75,0,0.111,0.606
박정배,2012,SK,270,77.333,52,6,30,4,48,29,27,3.14,1.06,5.333,3.333,0.76
박정배,2013,SK,172,49,40,3,24,4,53,11,9,1.65,1.31,5.889,2.667,0.925
박정배,2014,SK,157,43.333,42,3,23,6,34,29,28,5.82,1.5,3.778,2.556,0.644
박정진,2010,한화,282,79.333,58,3,36,3,80,32,27,3.06,1.18,8.889,4,0.754
박정진,2011,한화,313,86,70,6,28,1,92,33,31,3.24,1.14,10.222,3.111,0.751
박정진,2012,한화,174,49.333,36,4,27,0,45,30,30,5.47,1.28,5,3,0.575
박정진,2013,한화,80,21.667,17,2,14,1,21,15,14,5.82,1.43,2.333,1.556,0.616
박정진,2014,한화,191,49.333,54,5,25,1,51,39,33,6.02,1.6,5.667,2.778,0.644
박종윤,2012,넥센,20,6,4,0,6,1,7,2,2,3,1.67,0.778,0.667,0.818
박종윤,2013,넥센,17,4,5,0,2,1,2,3,3,6.75,1.75,0.222,0.222,0.625
박종훈,2011,SK,23,6.667,4,1,3,0,5,2,2,2.7,1.05,0.556,0.333,0.893
박종훈,2012,SK,69,18,21,0,14,4,16,17,16,8,1.94,1.778,1.556,0.59
박준표,2013,KIA,34,9.667,7,2,3,0,6,4,4,3.72,1.03,0.667,0.333,0.833
박준표,2014,KIA,92,22.667,28,3,11,4,6,22,20,7.94,1.72,0.667,1.222,0.593
박지훈,2012,KIA,219,61.333,55,3,30,5,37,25,23,3.38,1.39,4.111,3.333,0.781
박지훈,2013,KIA,129,29.667,48,6,22,1,27,36,36,10.92,2.36,3,2.444,0.559
박찬호,2012,한화,468,121,134,11,52,11,68,76,68,5.06,1.54,7.556,5.778,0.71
박현준,2010,LG,217,57.667,60,9,27,9,46,45,42,6.55,1.51,5.111,3,0.647
박현준,2011,LG,612,163.667,153,13,68,11,137,88,76,4.18,1.35,15.222,7.556,0.73
박희수,2010,SK,71,17.667,23,2,7,0,15,9,9,4.58,1.7,1.667,0.778,0.772
박희수,2011,SK,228,67,40,3,30,3,76,19,14,1.88,1.04,8.444,3.333,0.858
박희수,2012,SK,275,82,52,2,27,3,93,12,12,1.32,0.96,10.333,3,0.884
박희수,2013,SK,168,47.667,31,1,13,1,46,12,12,2.27,0.92,5.111,1.444,0.757
박희수,2014,SK,75,20.667,17,1,8,4,29,8,8,3.48,1.21,3.222,0.889,0.761
배스,2012,한화,13,1.667,9,1,1,1,1,9,9,48.6,6,0.111,0.111,0.208
배영수,2010,삼성,472,119.667,136,11,37,8,64,69,63,4.74,1.45,7.111,4.111,0.713
배영수,2011,삼성,408,103,127,5,27,6,47,67,62,5.42,1.5,5.222,3,0.641
배영수,2012,삼성,16,3,7,0,0,0,4,3,3,9,2.33,0.444,0,0.571
배영수,2013,삼성,604,151,193,9,38,14,101,83,79,4.71,1.53,11.222,4.222,0.714
배영수,2014,삼성,602,160,159,7,39,3,89,64,57,3.21,1.24,9.889,4.333,0.753
배우열,2010,LG,25,5,11,2,3,1,5,11,11,19.8,2.8,0.556,0.333,0.328
배장호,2010,롯데,219,55.333,75,3,16,8,23,34,28,4.55,1.64,2.556,1.778,0.749
배장호,2011,롯데,39,8.667,15,1,2,1,4,8,8,8.31,1.96,0.444,0.222,0.602
배장호,2014,롯데,102,28,27,1,15,5,9,16,15,4.82,1.5,1,1.667,0.702
배힘찬,2010,넥센,133,35,40,7,21,5,11,28,27,6.94,1.74,1.222,2.333,0.694
배힘찬,2011,넥센,61,15.333,20,0,8,3,14,10,10,5.87,1.83,1.556,0.889,0.677
배힘찬,2014,넥센,31,6.667,11,1,1,0,4,4,4,5.4,1.8,0.444,0.111,0.755
백인식,2013,SK,340,91.333,85,5,36,8,50,40,36,3.55,1.32,5.556,4,0.762
백인식,2014,SK,45,9.333,22,3,7,3,3,19,19,18.32,3.11,0.333,0.778,0.468
백정현,2010,삼성,139,37.333,38,3,24,1,24,20,19,4.58,1.66,2.667,2.667,0.748
백정현,2012,삼성,13,3.667,2,0,4,0,5,2,2,4.91,1.64,0.556,0.444,0.667
백정현,2013,삼성,101,24.333,33,4,13,0,23,19,18,6.66,1.89,2.556,1.444,0.693
백정현,2014,삼성,179,46.333,51,5,17,3,53,28,27,5.24,1.47,5.889,1.889,0.688
밴와트,2014,SK,248,66.667,56,6,26,5,56,27,23,3.11,1.23,6.222,2.889,0.814
밴헤켄,2012,넥센,635,170,166,16,60,3,132,68,62,3.28,1.33,14.667,6.667,0.808
밴헤켄,2013,넥센,621,161.667,178,11,58,10,137,78,67,3.73,1.46,15.222,6.444,0.776
밴헤켄,2014,넥센,716,187,193,9,53,3,178,81,73,3.51,1.32,19.778,5.889,0.745
번사이,2010,넥센,538,140,150,16,82,18,98,91,83,5.34,1.66,10.889,9.111,0.734
벤던헐,2013,삼성,533,143.667,127,11,48,11,137,67,63,3.95,1.22,15.222,5.333,0.721
벤던헐,2014,삼성,563,152.667,125,15,45,5,180,54,54,3.18,1.11,20,5,0.786
변진수,2012,두산,100,31.667,15,0,11,3,18,6,6,1.71,0.82,2,1.222,0.793
변진수,2013,두산,139,38.333,37,2,19,8,20,21,20,4.7,1.46,2.222,2.111,0.719
변진수,2014,두산,124,33.667,35,3,10,4,29,21,19,5.08,1.34,3.222,1.111,0.67
봉중근,2010,LG,645,178.333,166,13,69,14,130,74,71,3.58,1.32,14.444,7.667,0.771
봉중근,2011,LG,57,16.333,13,1,9,5,7,9,9,4.96,1.35,0.778,1,0.703
봉중근,2012,LG,135,38,26,1,10,4,36,5,5,1.18,0.95,4,1.111,0.907
봉중근,2013,LG,206,61,44,2,27,3,54,10,9,1.33,1.16,6,3,0.913
봉중근,2014,LG,193,49.667,51,2,17,4,45,16,16,2.9,1.37,5,1.889,0.809
부시,2012,SK,306,81.333,80,8,31,8,45,45,40,4.43,1.36,5,3.444,0.733
부에노,2010,한화,117,29.667,38,7,19,4,23,33,30,9.1,1.92,2.556,2.111,0.605
부첵,2011,롯데,200,53.333,55,8,21,1,39,32,30,5.06,1.43,4.333,2.333,0.714
빌로우,2013,KIA,176,47,45,1,26,1,38,26,21,4.02,1.51,4.222,2.889,0.722
사도스,2010,롯데,634,169.667,153,17,54,8,120,83,73,3.87,1.22,13.333,6,0.743
사도스,2011,롯데,509,140.333,130,15,52,6,79,64,61,3.91,1.3,8.778,5.778,0.76
사도스,2012,롯데,570,150,154,9,69,6,98,75,72,4.32,1.49,10.889,7.667,0.726
서동환,2011,두산,83,22,25,2,11,4,13,11,11,4.5,1.64,1.444,1.222,0.78
서동환,2012,두산,54,14.667,17,0,12,1,17,14,14,8.59,1.98,1.889,1.333,0.533
서동환,2013,두산,59,16.667,15,0,14,1,4,8,8,4.32,1.74,0.444,1.556,0.733
서동환,2014,삼성,4,1,1,0,0,1,1,0,0,0,1,0.111,0,1
서승화,2010,LG,203,52,65,4,42,5,41,41,39,6.75,2.06,4.556,4.667,0.686
서재응,2010,KIA,523,140,134,10,29,11,68,53,52,3.34,1.16,7.556,3.222,0.763
서재응,2011,KIA,506,130.333,144,7,36,11,84,68,62,4.28,1.38,9.333,4,0.712
서재응,2013,KIA,341,84,116,5,33,4,36,69,61,6.54,1.77,4,3.667,0.63
서재응,2014,KIA,590,160,143,7,51,7,97,51,46,2.59,1.21,10.778,5.667,0.811
성영훈,2010,두산,65,16.333,19,0,4,3,12,10,9,4.96,1.41,1.333,0.444,0.654
세든,2013,SK,685,187.333,169,14,73,11,160,65,62,2.98,1.29,17.778,8.111,0.818
션헨,2012,한화,63,15,24,2,6,0,19,16,14,8.4,2,2.111,0.667,0.588
소사,2012,KIA,544,147.333,137,9,39,8,104,62,58,3.54,1.19,11.556,4.333,0.735
소사,2013,KIA,658,164.667,196,11,68,9,143,111,100,5.47,1.6,15.889,7.556,0.672
소사,2014,넥센,482,125,140,18,45,3,98,66,64,4.61,1.48,10.889,5,0.762
손동욱,2013,KIA,44,11.667,15,2,10,2,10,16,16,12.34,2.14,1.111,1.111,0.455
손민한,2013,NC,218,60.333,56,4,23,3,22,24,23,3.43,1.31,2.444,2.556,0.772
손민한,2014,NC,188,48.333,56,5,14,3,23,20,19,3.54,1.45,2.556,1.556,0.818
손승락,2010,넥센,221,63.333,47,2,17,2,64,20,18,2.56,1.01,7.111,1.889,0.759
손승락,2011,넥센,185,52.333,41,2,13,1,41,12,11,1.89,1.03,4.556,1.444,0.843
손승락,2012,넥센,184,50.333,50,2,15,0,47,12,12,2.15,1.29,5.222,1.667,0.852
손승락,2013,넥센,227,62.667,50,1,20,1,52,17,16,2.3,1.12,5.778,2.222,0.79
손승락,2014,넥센,243,62.333,69,6,11,2,53,30,30,4.33,1.28,5.889,1.222,0.707
손영민,2010,KIA,254,68,73,8,25,7,48,36,35,4.63,1.44,5.333,2.778,0.746
손영민,2011,KIA,315,87.667,73,4,26,11,66,34,30,3.08,1.13,7.333,2.889,0.766
손영민,2012,KIA,62,15.333,18,2,2,3,18,13,13,7.63,1.3,2,0.222,0.495
손정욱,2013,NC,66,20.333,15,2,9,2,10,5,4,1.77,1.18,1.111,1,0.948
손정욱,2014,NC,161,44,40,3,25,1,38,24,23,4.7,1.48,4.222,2.778,0.696
송승준,2010,롯데,622,168,156,20,60,9,113,90,82,4.39,1.29,12.556,6.667,0.726
송승준,2011,롯데,642,172.333,181,17,59,7,126,84,80,4.18,1.39,14,6.556,0.748
송승준,2012,롯데,35,9,9,0,4,0,2,4,0,0,1.44,0.222,0.444,1
송승준,2013,롯데,640,167.667,171,11,64,4,133,74,70,3.76,1.4,14.778,7.111,0.756
송승준,2014,롯데,596,163,158,12,57,8,117,73,60,3.31,1.32,13,6.333,0.79
송신영,2010,넥센,288,77,75,5,40,3,63,38,36,4.21,1.49,7,4.444,0.739
송신영,2011,LG,269,72.333,67,4,20,5,57,19,18,2.24,1.2,6.333,2.222,0.856
송신영,2012,한화,99,23.667,37,3,8,4,17,16,13,4.94,1.9,1.889,0.889,0.804
송신영,2013,넥센,215,61.667,52,1,33,8,43,22,22,3.21,1.38,4.778,3.667,0.775
송신영,2014,넥센,172,42.333,57,7,16,4,28,33,31,6.59,1.72,3.111,1.778,0.685
송윤준,2013,LG,5,1,2,0,0,0,1,1,1,9,2,0.111,0,0.5
송은범,2010,SK,455,125,103,12,48,6,91,38,32,2.3,1.21,10.111,5.333,0.892
송은범,2011,SK,285,78.667,71,10,45,2,55,34,30,3.43,1.47,6.111,5,0.846
송은범,2012,SK,355,97.667,98,6,44,2,72,45,45,4.15,1.45,8,4.889,0.73
송은범,2013,KIA,202,49,71,4,27,0,29,41,40,7.35,2,3.222,3,0.628
송은범,2014,KIA,331,78.667,114,11,43,5,60,73,64,7.32,2,6.667,4.778,0.668
송창식,2010,한화,69,17.667,17,1,5,0,11,8,8,4.08,1.25,1.222,0.556,0.68
송창식,2011,한화,251,61,75,11,23,7,52,43,43,6.34,1.61,5.778,2.556,0.692
송창식,2012,한화,255,74.333,45,7,26,5,66,24,24,2.91,0.96,7.333,2.889,0.785
송창식,2013,한화,259,71,63,3,36,4,67,27,27,3.42,1.39,7.444,4,0.769
송창식,2014,한화,117,29,35,9,14,3,21,24,24,7.45,1.69,2.333,1.556,0.711
송창현,2013,한화,288,82.667,58,9,47,5,46,40,34,3.7,1.27,5.111,5.222,0.78
송창현,2014,한화,314,79.333,104,11,60,3,30,69,59,6.69,2.07,3.333,6.667,0.712
신동훈,2012,LG,13,4,1,0,2,1,6,1,1,2.25,0.75,0.667,0.222,0.75
신동훈,2014,LG,35,10.333,10,0,5,3,4,5,4,3.48,1.45,0.444,0.556,0.778
신승현,2011,SK,19,4,9,0,0,0,3,4,4,9,2.25,0.333,0,0.556
신승현,2012,SK,26,6,8,0,2,1,2,7,7,10.5,1.67,0.222,0.222,0.364
신승현,2013,KIA,200,51.667,49,5,35,8,55,35,28,4.88,1.63,6.111,3.889,0.753
신승현,2014,LG,68,15.333,21,2,9,4,12,15,10,5.87,1.96,1.333,1,0.769
신용운,2011,KIA,18,5.333,2,0,4,1,3,2,1,1.69,1.13,0.333,0.444,0.857
신용운,2013,삼성,136,40,26,5,16,0,36,9,9,2.03,1.05,4,1.778,0.943
신윤호,2014,SK,15,3,8,1,2,0,1,3,3,9,3.33,0.111,0.222,0.814
신재웅,2012,LG,212,57.667,53,5,23,3,30,23,23,3.59,1.32,3.333,2.556,0.778
신재웅,2013,LG,203,56,52,4,18,3,21,21,19,3.05,1.25,2.333,2,0.801
신재웅,2014,LG,235,64,62,7,26,2,46,29,27,3.8,1.38,5.111,2.889,0.786
신정락,2010,LG,100,25.667,25,1,22,6,24,23,18,6.31,1.83,2.667,2.444,0.678
신정락,2011,LG,64,17.667,12,0,8,1,19,4,2,1.02,1.13,2.111,0.889,0.905
신정락,2012,LG,2,0.667,0,0,1,0,0,1,0,0,1.5,0,0.111,1
신정락,2013,LG,466,122.667,128,8,30,16,82,62,58,4.26,1.29,9.111,3.333,0.713
신정락,2014,LG,194,51.333,53,8,16,5,39,38,38,6.66,1.34,4.333,1.778,0.573
신정익,2011,한화,148,35,50,1,12,1,22,27,25,6.43,1.77,2.444,1.333,0.617
신정익,2012,SK,13,3.333,3,1,0,1,0,2,2,5.4,0.9,0,0,0.769
신정익,2012,한화,15,3.333,5,2,1,1,2,7,6,16.2,1.8,0.222,0.111,0.238
신정익,2013,SK,6,1.333,2,1,1,0,0,2,1,6.75,2.25,0,0.111,1.25
신창호,2012,KIA,28,6.667,10,1,5,0,5,7,7,9.45,2.25,0.556,0.556,0.588
신창호,2013,KIA,91,21.333,29,3,15,0,17,14,14,5.91,2.06,1.889,1.667,0.754
신창호,2014,KIA,150,38,40,3,24,2,33,29,26,6.16,1.68,3.667,2.667,0.647
신해수,2010,한화,7,2,2,0,0,0,1,0,0,0,1,0.111,0,1
심규범,2014,롯데,3,1,0,0,0,0,1,0,0,0,0,0.111,0,NA
심동섭,2010,KIA,11,2.667,3,0,2,0,0,2,2,6.75,1.88,0,0.222,0.6
심동섭,2011,KIA,199,55.333,37,1,31,4,67,21,17,2.77,1.23,7.444,3.444,0.779
심동섭,2012,KIA,70,17.333,22,2,13,0,10,17,12,6.23,2.02,1.111,1.444,0.714
심동섭,2013,KIA,92,25,20,1,19,4,27,13,9,3.24,1.56,3,2.111,0.817
심동섭,2014,KIA,169,45.667,44,3,28,3,46,30,28,5.52,1.58,5.111,3.111,0.664
심수창,2010,LG,151,35.667,58,3,15,4,7,30,30,7.57,2.05,0.778,1.667,0.646
심수창,2011,넥센,437,109.667,138,12,42,6,52,67,61,5.01,1.64,5.778,4.667,0.739
심수창,2012,넥센,170,40.667,58,3,21,2,24,36,33,7.3,1.94,2.667,2.333,0.625
심수창,2014,롯데,80,19.667,24,7,8,0,14,20,20,9.15,1.63,1.556,0.889,0.541
심창민,2012,삼성,136,39.333,26,0,17,2,41,8,8,1.83,1.09,4.556,1.889,0.822
심창민,2013,삼성,175,50.333,35,3,19,4,57,15,15,2.68,1.07,6.333,2.111,0.799
심창민,2014,삼성,150,38.333,42,7,26,4,38,33,29,6.81,1.77,4.222,2.889,0.691
아담,2013,NC,342,91.667,93,12,27,1,70,48,42,4.12,1.31,7.778,3,0.758
안규영,2011,두산,91,22.333,33,7,8,1,11,22,22,8.87,1.84,1.222,0.889,0.621
안규영,2012,두산,52,13.667,15,0,6,0,6,6,6,3.95,1.54,0.667,0.667,0.714
안규영,2013,두산,26,5.667,11,3,6,0,3,9,9,14.29,3,0.333,0.667,0.625
안승민,2010,한화,262,63,80,10,15,2,28,43,38,5.43,1.51,3.111,1.667,0.711
안승민,2011,한화,565,139,177,22,30,8,90,101,91,5.89,1.49,10,3.333,0.673
안승민,2012,한화,270,72,69,6,21,5,53,41,38,4.75,1.25,5.889,2.333,0.658
안승민,2013,한화,146,33.667,51,5,9,1,12,31,28,7.49,1.78,1.333,1,0.611
안영명,2010,KIA,274,69.333,80,15,35,3,82,54,52,6.75,1.66,9.111,3.889,0.68
안영명,2011,한화,20,4.333,7,2,2,0,4,6,2,4.15,2.08,0.444,0.222,1.129
안영명,2014,한화,383,97.667,114,8,36,13,64,59,49,4.52,1.54,7.111,4,0.751
안영진,2011,한화,20,5.667,5,1,2,1,1,2,2,3.18,1.24,0.111,0.222,0.909
안영진,2012,한화,22,5.333,7,0,6,1,4,10,4,6.75,2.44,0.444,0.667,0.714
안지만,2010,삼성,324,92,74,6,25,7,95,32,28,2.74,1.08,10.556,2.778,0.799
안지만,2011,삼성,317,86,74,3,20,4,77,30,27,2.83,1.09,8.556,2.222,0.757
안지만,2012,삼성,218,63.333,42,1,20,0,58,12,12,1.71,0.98,6.444,2.222,0.825
안지만,2013,삼성,224,63.667,46,3,23,3,60,23,22,3.11,1.08,6.667,2.556,0.737
안지만,2014,삼성,218,62.333,51,5,30,4,67,27,26,3.75,1.3,7.444,3.333,0.756
앤서니,2012,KIA,656,171.667,174,15,67,7,94,84,73,3.83,1.4,10.444,7.444,0.771
앤서니,2013,KIA,138,36,42,1,15,3,25,18,18,4.5,1.58,2.778,1.667,0.717
앨버스,2014,한화,614,151.333,200,18,40,4,107,108,99,5.89,1.59,11.889,4.444,0.663
양승진,2010,한화,192,45.333,60,10,33,4,37,49,45,8.93,2.05,4.111,3.667,0.627
양승진,2011,LG,9,2.333,2,0,5,0,3,1,1,3.86,3,0.333,0.556,0.857
양승진,2012,LG,4,0.667,3,0,2,0,0,3,3,40.5,7.5,0,0.222,0.4
양현,2011,두산,22,5,8,1,3,0,2,3,3,5.4,2.2,0.222,0.333,0.833
양현종,2010,KIA,621,169.333,169,9,98,6,145,84,80,4.25,1.58,16.111,10.889,0.741
양현종,2011,KIA,404,106.333,116,9,69,4,74,74,73,6.18,1.74,8.222,7.667,0.658
양현종,2012,KIA,156,41,51,3,31,4,26,25,23,5.05,2,2.889,3.444,0.77
양현종,2013,KIA,383,104.667,99,10,43,6,95,38,36,3.1,1.36,10.556,4.778,0.836
양현종,2014,KIA,641,171.333,162,12,77,4,165,85,81,4.25,1.39,18.333,8.556,0.716
양훈,2010,한화,185,46,54,8,21,6,38,35,33,6.46,1.63,4.222,2.333,0.688
양훈,2011,한화,556,143,145,15,60,5,110,75,68,4.28,1.43,12.222,6.667,0.751
양훈,2012,한화,342,93.333,95,7,44,1,44,58,55,5.3,1.49,4.889,4.889,0.653
어센시,2014,KIA,189,46.667,49,5,14,2,56,24,21,4.05,1.35,6.222,1.556,0.759
엄정욱,2010,SK,243,66,62,6,40,3,67,46,46,6.27,1.55,7.444,4.444,0.611
엄정욱,2011,SK,176,50.667,33,4,19,1,64,12,12,2.13,1.03,7.111,2.111,0.865
엄정욱,2012,SK,197,56.333,46,5,24,4,44,21,20,3.2,1.24,4.889,2.667,0.806
엄정욱,2014,SK,13,3,4,1,4,0,3,3,3,9,2.67,0.333,0.444,0.758
여건욱,2013,SK,100,25,29,5,21,2,12,24,24,8.64,2,1.333,2.333,0.622
여건욱,2014,SK,279,69.667,81,16,28,0,50,50,48,6.2,1.56,5.556,3.111,0.704
오넬리,2011,한화,111,29.333,29,4,12,2,24,19,19,5.83,1.4,2.667,1.333,0.642
오상민,2010,LG,179,47,52,9,9,3,28,23,23,4.4,1.3,3.111,1,0.798
오상민,2011,LG,18,5,4,0,1,0,3,1,1,1.8,1,0.333,0.111,0.8
오성민,2011,SK,13,4,2,0,3,0,3,0,0,0,1.25,0.333,0.333,1
오승환,2010,삼성,54,14,13,4,5,0,19,7,7,4.5,1.29,2.111,0.556,0.887
오승환,2011,삼성,193,57,27,2,11,0,76,4,4,0.63,0.67,8.444,1.222,0.966
오승환,2012,삼성,192,55.667,33,1,13,3,81,12,12,1.94,0.83,9,1.444,0.777
오승환,2013,삼성,183,51.667,33,4,10,2,54,13,10,1.74,0.83,6,1.111,0.888
오재영,2010,넥센,164,45.333,39,4,15,2,28,15,12,2.38,1.19,3.111,1.667,0.873
오재영,2011,넥센,151,43.333,38,4,18,1,29,19,17,3.53,1.29,3.222,2,0.778
오재영,2012,넥센,96,26,26,6,13,1,18,15,15,5.19,1.5,2,1.444,0.791
오재영,2013,넥센,148,41.333,28,1,18,1,31,13,11,2.4,1.11,3.444,2,0.789
오재영,2014,넥센,297,74,99,14,33,3,31,59,53,6.45,1.78,3.444,3.667,0.711
오준형,2012,KIA,7,2,1,0,0,0,0,0,0,0,0.5,0,0,1
오준형,2013,KIA,23,5,8,1,1,1,5,4,4,7.2,1.8,0.556,0.111,0.698
오카모,2010,LG,167,48,36,6,29,4,40,17,16,3,1.35,4.444,3.222,0.875
오현택,2010,두산,63,15.333,18,2,6,0,11,12,11,6.46,1.57,1.222,0.667,0.613
오현택,2013,두산,268,73.333,65,6,19,8,65,23,22,2.7,1.15,7.222,2.111,0.837
오현택,2014,두산,271,66.667,81,6,18,5,56,28,27,3.65,1.49,6.222,2,0.805
옥스프,2013,롯데,673,183.333,164,10,69,11,144,79,67,3.29,1.27,16,7.667,0.77
옥스프,2014,롯데,697,184.333,184,20,63,5,130,93,86,4.2,1.34,14.444,7,0.741
올슨,2013,두산,144,38.667,41,2,27,5,35,30,28,6.52,1.76,3.889,3,0.641
왈론드,2010,두산,498,129,143,13,54,10,100,84,71,4.95,1.53,11.111,6,0.72
우규민,2012,LG,356,92.667,96,2,23,9,57,41,34,3.3,1.28,6.333,2.556,0.751
우규민,2013,LG,581,147.333,162,5,31,12,92,67,64,3.91,1.31,10.222,3.444,0.712
우규민,2014,LG,599,153.667,170,11,34,12,103,78,69,4.04,1.33,11.444,3.778,0.733
울프,2014,SK,327,85.333,88,10,27,6,41,48,46,4.85,1.35,4.556,3,0.701
원용묵,2010,두산,27,7.333,7,0,4,0,4,5,4,4.91,1.5,0.444,0.444,0.636
원용묵,2013,두산,4,1,1,0,2,0,0,1,1,9,3,0,0.222,0.667
원종현,2014,NC,264,71,62,7,31,8,73,36,32,4.06,1.31,8.111,3.444,0.757
유경국,2010,LG,6,1,3,0,1,0,1,2,2,18,4,0.111,0.111,0.5
유동훈,2010,KIA,174,47.333,46,1,10,7,32,20,15,2.85,1.18,3.556,1.111,0.779
유동훈,2011,KIA,180,48,51,4,12,4,21,23,21,3.94,1.31,2.333,1.333,0.749
유동훈,2012,KIA,126,34,33,0,10,2,29,20,20,5.29,1.26,3.222,1.111,0.556
유동훈,2013,KIA,201,52.333,56,3,11,8,38,22,17,2.92,1.28,4.222,1.222,0.819
유먼,2012,롯데,653,179.667,156,10,56,1,142,58,51,2.55,1.18,15.778,6.222,0.814
유먼,2013,롯데,721,193.333,186,19,78,5,141,81,76,3.54,1.37,15.667,8.667,0.796
유먼,2014,롯데,609,151.667,196,20,63,3,84,109,100,5.93,1.71,9.333,7,0.692
유원상,2010,한화,554,142.333,164,20,69,2,82,89,87,5.5,1.64,9.111,7.667,0.715
유원상,2011,LG,248,63,75,10,20,2,44,46,44,6.29,1.51,4.889,2.222,0.639
유원상,2012,LG,281,74,70,4,13,2,43,20,18,2.19,1.12,4.778,1.444,0.844
유원상,2013,LG,151,37.667,48,2,11,2,19,23,20,4.78,1.57,2.111,1.222,0.704
유원상,2014,LG,256,68,67,6,23,2,49,35,33,4.37,1.32,5.444,2.556,0.706
유창식,2011,한화,159,39,47,2,25,0,27,39,29,6.69,1.85,3,2.778,0.621
유창식,2012,한화,403,111.333,101,13,79,1,82,61,59,4.77,1.62,9.111,8.778,0.749
유창식,2013,한화,290,71.667,89,4,54,5,47,56,54,6.78,2,5.222,6,0.66
유창식,2014,한화,347,91.333,100,2,72,3,53,54,42,4.14,1.88,5.889,8,0.772
유창준,2013,두산,35,9,9,1,3,0,5,4,4,4,1.33,0.556,0.333,0.755
유창준,2014,두산,19,4,9,0,4,0,1,5,5,11.25,3.25,0.111,0.444,0.615
유희관,2010,두산,15,3.333,5,0,1,1,1,4,4,10.8,1.8,0.111,0.111,0.429
유희관,2013,두산,539,145.333,141,7,52,7,96,60,57,3.53,1.33,10.667,5.778,0.752
유희관,2014,두산,706,177.333,202,21,51,8,112,98,87,4.42,1.43,12.444,5.667,0.751
윤강민,2013,NC,6,1,3,0,1,0,0,3,3,27,4,0,0.111,0.25
윤경영,2010,한화,13,3,4,0,0,1,4,2,2,6,1.33,0.444,0,0.6
윤규진,2011,한화,82,19,30,2,21,3,20,18,18,8.53,2.68,2.222,2.333,0.703
윤규진,2014,한화,275,72,69,11,31,1,73,39,37,4.63,1.39,8.111,3.444,0.748
윤근영,2010,한화,67,16.333,22,1,13,0,8,13,13,7.16,2.14,0.889,1.444,0.655
윤근영,2011,한화,102,25.667,26,1,16,1,25,11,11,3.86,1.64,2.778,1.778,0.769
윤근영,2012,한화,136,38.667,33,2,19,2,25,20,16,3.72,1.34,2.778,2.111,0.742
윤근영,2013,한화,268,72,84,6,45,5,45,50,50,6.25,1.79,5,5,0.669
윤근영,2014,한화,205,49,71,6,23,7,28,41,39,7.16,1.92,3.111,2.556,0.67
윤기호,2010,한화,2,0,2,0,0,0,0,1,1,NA,NA,0,0,0.5
윤기호,2011,한화,9,2,3,0,0,0,0,1,1,4.5,1.5,0,0,0.667
윤기호,2014,한화,3,0,3,0,0,0,0,2,2,NA,NA,0,0,0.333
윤길현,2012,SK,15,3.333,6,1,3,0,1,4,4,10.8,2.7,0.111,0.333,0.658
윤길현,2013,SK,151,43.333,35,5,21,2,47,17,16,3.32,1.29,5.222,2.333,0.824
윤길현,2014,SK,214,57.667,49,7,28,1,63,27,25,3.9,1.34,7,3.111,0.777
윤명준,2012,두산,9,1.333,5,0,3,0,0,3,3,20.25,6,0,0.333,0.625
윤명준,2013,두산,174,45,50,0,15,4,35,20,20,4,1.44,3.889,1.667,0.71
윤명준,2014,두산,277,71.667,78,10,23,1,55,44,42,5.27,1.41,6.111,2.556,0.682
윤석민,2010,KIA,382,101,95,5,36,3,94,48,43,3.83,1.3,10.444,4,0.717
윤석민,2011,KIA,614,172.333,137,10,44,6,178,53,47,2.45,1.05,19.778,4.889,0.809
윤석민,2013,KIA,332,87.667,91,9,28,1,76,41,39,4,1.36,8.444,3.111,0.754
